NAME	GENE	SCORE	X	Y	ATAN2	cluster
YDR418W	RPL15A	0.223	-0.94	0.345
YGR078C	PAC10	0.223	-0.49	0.869
YHR130C	YHR130C	0.223	0.529	-0.85
YHR213W	YHR213W	0.223	0.95	-0.31
YJL025W	RRN7	0.223	-0.62	0.78
YKL118W	YKL118W	0.223	-0.98	-0.17
YNR021W	YNR021W	0.223	0.968	0.264
YOL120C	RP28A	0.223	-0.98	-0.17
YPL239W	YAR1	0.223	-0.76	0.65
YFL032W	YFL032W	0.222	-0.99	0.153
YHR009C	YHR009C	0.222	-0.94	0.333
YJR086W	STE18	0.222	-0.99	-0.13
YLR421C	YLR421C	0.222	1	-0.04
YMR063W	RIM9	0.222	-0.9	0.436
YNR039C	YNR039C	0.222	-0.94	0.337
YOL165C	YOL165C	0.222	0.963	-0.27
YER065C	ICL1	0.221	0.895	-0.45
YGL188C	YGL188C	0.221	-0.04	1
YLR368W	YLR368W	0.221	0.19	0.981
YMR146C	TIF34	0.221	-0.4	0.914
YNL093W	YPT53	0.221	0.773	-0.63
YPR072W	YPR072W	0.221	-0.99	0.104
YBR168W	YBR168W	0.22	0.309	-0.95
YBR178W	YBR178W	0.22	-1	-0.09
YGL019W	CKB1	0.22	-0.63	-0.77
YGR031W	YGR031W	0.22	1	0
YGR160W	YGR160W	0.22	0.431	0.904
YIL020C	HIS6	0.22	-0.36	0.931
YJL049W	YJL049W	0.22	0.3	0.954
YJL204C	YJL204C	0.22	-1	0.086
YKL214C	YKL214C	0.22	-0.95	0.309
YLL050C	COF1	0.22	0.063	-1
YLR427W	YLR427W	0.22	-1	-0.09
YMR013C	SEC59	0.22	0.3	-0.95
YNL014W	YNL014W	0.22	-0.09	-1
YNR020C	YNR020C	0.22	0.422	0.909
YNR037C	YNR037C	0.22	0.69	-0.72
YOR019W	YOR019W	0.22	-0.77	-0.63
YOR348C	PUT4	0.22	-0.36	0.936
YMR158W-A	YMR158W-A	0.2198	-0.44	-0.89
YBR193C	MED8	0.219	-0.91	-0.41
YCRX13W	SOL2	0.219	0.949	-0.31
YDR174W	YDR174W	0.219	0.315	0.949
YEL012W	UBC8	0.219	0.707	0.707
YFR018C	YFR018C	0.219	-0.41	-0.91
YKL147C	YKL147C	0.219	-0.68	-0.73
YKR073C	YKR073C	0.219	-0.04	1
YLR195C	NMT1	0.219	0.794	0.611
YNL314W	DAL82	0.219	-0.73	-0.68
YPR103W	PRE2	0.219	-0.82	0.575
YBL091C	MAP2	0.218	-0.13	0.99
YCR067C	SED4	0.218	0.403	0.917
YER038C	YER038C	0.218	-0.36	0.931
YIL006W	YIL006W	0.218	0.399	0.917
YJR090C	GRR1	0.218	-0.91	0.403
YLR211C	YLR211C	0.218	0.775	0.637
YPL080C	YPL080C	0.218	-0.68	0.729
YCR029C-A	RIM1	0.217	-0.87	0.483
YDR102C	YDR102C	0.217	0.728	-0.69
YDR137W	RGP1	0.217	0.728	-0.69
YJR130C	YJR130C	0.217	0.769	0.64
YKL139W	CTK1	0.217	0.866	-0.5
YCR088W	ABP1	0.216	-0.97	0.24
YDL092W	SRP14	0.216	0.638	0.773
YGR024C	YGR024C	0.216	0.986	-0.18
YML014W	YML014W	0.216	0.236	-0.97
YOL050C	YOL050C	0.216	-0.13	0.99
YOL152W	FRE7	0.216	-0.83	-0.55
YPL042C	SSN3	0.216	0.412	0.912
YBR286W	APE3	0.215	-0.88	0.474
YDR299W	YDR299W	0.215	-0.97	-0.23
YGL053W	YGL053W	0.215	0.855	0.52
YJR055W	HIT1	0.215	-0.97	-0.23
YML002W	YML002W	0.215	-0.93	0.372
YML055W	SPC2	0.215	0.367	-0.93
YNL268W	LYP1	0.215	0.367	-0.93
YOR072W	YOR072W	0.215	0.125	0.995
YPL130W	YPL130W	0.215	0.562	0.827
YPR050C	YPR050C	0.215	-0.93	-0.37
YDR495C	VPS3	0.214	-0.6	0.799
YIL027C	YIL027C	0.214	-0.23	0.976
YIL142W	CCT2	0.214	-0.56	0.831
YMR219W	YMR219W	0.214	0.294	0.957
YNL107W	YNL107W	0.214	0.859	-0.51
YNL162W	RPL41A	0.214	-0.6	-0.79
YNR008W	YNR008W	0.214	-0.79	-0.6
YOR128C	ADE2	0.214	-0.88	-0.46
YPL113C	YPL113C	0.214	0.415	0.911
YPR121W	YPR121W	0.214	0.462	-0.88
YBR285W	YBR285W	0.213	0.91	-0.42
YDR067C	YDR067C	0.213	0.605	-0.79
YDR388W	RVS167	0.213	0.854	0.521
YIL102C	YIL102C	0.213	-0.98	-0.18
YPL006W	YPL006W	0.213	-0.7	0.713
YPL103C	YPL103C	0.213	0.915	0.413
YCR081W	SRB8	0.212	0.849	0.533
YCRX15W	YCRX15W	0.212	-0.7	-0.7
YER017C	AFG3	0.212	0.792	-0.61
YIR029W	DAL2	0.212	-0.61	0.792
YJL004C	SYS1	0.212	-0.99	-0.14
YKR011C	YKR011C	0.212	-0.66	-0.75
YMR273C	ZDS1	0.212	-0.66	-0.75
YAL035W	FUN12	0.211	0.971	-0.23
YBR143C	SUP45	0.211	-0.66	0.753
YBR183W	YBR183W	0.211	-0.66	0.748
YBR290W	BSD2	0.211	0.962	0.289
YDR377W	ATP17	0.211	0.99	0.142
YDR467C	YDR467C	0.211	-0.04	1
YGL128C	YGL128C	0.211	-0.9	0.436
YGR244C	YGR244C	0.211	-0.33	-0.94
YIR019C	MUC1	0.211	0.729	0.687
YML058C-A	YML058C-A	0.211	-0.33	-0.94
YNL029C	KTR5	0.211	0.886	0.469
YNL219C	ALG9	0.211	-0.66	0.748
YBL093C	ROX3	0.21	0.966	0.271
YBR019C	GAL10	0.21	-0.09	-1
YCL020W	YCL020W	0.21	-1	-0.04
YCR009C	RVS161	0.21	0.919	0.4
YDL188C	PPH22	0.21	0.79	-0.61
YDR235W	PRP42	0.21	-0.09	-1
YDR419W	RAD30	0.21	-0.19	0.985
YGL123W	SUP44	0.21	0.004	1
YHR197W	YHR197W	0.21	0.042	1
YLL018C	DPS1	0.21	-1	0
YML095C	RAD10	0.21	-0.85	-0.52
YNL323W	YNL323W	0.21	-1	0.028
YOL041C	YOL041C	0.21	-0.33	0.942
YOR034C	AKR2	0.21	-1	-0.04
YAL038W	CDC19	0.209	-0.81	0.583
YER090W	TRP2	0.209	-0.38	0.928
YGR273C	YGR273C	0.209	0.516	-0.86
YNL159C	YNL159C	0.209	0.784	-0.62
YOR056C	YOR056C	0.209	0.406	0.918
YML117W-A	YML117W-A	0.2086	-0.86	0.509
YBR018C	GAL7	0.208	-0.57	-0.81
YDR484W	SAC2	0.208	-0.76	0.639
YER066C-A	YER066C-A	0.208	0.927	-0.38
YER117W	RPL17B	0.208	0.894	0.456
YGL023C	YGL023C	0.208	-0.81	-0.57
YLR192C	YLR192C	0.208	0.822	-0.57
YLR344W	YLR344W	0.208	-0.86	0.504
YLR363C	NMD4	0.208	0.639	0.769
YOL026C	YOL026C	0.208	-0.57	-0.81
YCL010C	YCL010C	0.207	0.405	-0.91
YGR088W	CTT1	0.207	0.405	-0.91
YHR166C	CDC23	0.207	-0.04	1
YIL127C	YIL127C	0.207	-0.86	0.497
YKR020W	YKR020W	0.207	0.415	0.913
YLR035C	YLR035C	0.207	-0.04	1
YLR325C	YLR325C	0.207	0.695	0.724
YPL083C	SEN54	0.207	-0.67	0.739
YDL233W	YDL233W	0.206	-0.04	1
YER074W	RPS24EA	0.206	0.66	0.752
YIL151C	YIL151C	0.206	0.019	1
YNL222W	SSU72	0.206	0.781	-0.63
YOR067C	ALG8	0.206	-0.92	-0.38
YPL211W	NIP7	0.206	0.995	0.116
YPL237W	SUI3	0.206	0.99	0.165
YMR045C	YMR045C	0.2058	0.999	0.018
YFR016C	YFR016C	0.205	-0.73	-0.68
YKR026C	GCN3	0.205	0.985	-0.19
YLR062C	YLR062C	0.205	-0.87	0.487
YMR115W	YMR115W	0.205	-0.97	0.229
YMR137C	SNM1	0.205	0.907	0.429
YNR003C	RPC34	0.205	-0.92	0.385
YPL207W	YPL207W	0.205	-0.39	0.921
YPL246C	YPL246C	0.205	0.687	0.726
YAL034C	FUN19	0.204	-0.44	0.901
YDL203C	YDL203C	0.204	0.833	0.558
YGL147C	RPL9A	0.204	0.985	0.171
YHR214W-A	YHR214W-A	0.204	0.323	0.95
YKL219W	COS9	0.204	0.558	-0.83
YMR121C	YMR121C	0.204	0.823	0.573
YOR293W	YOR293W	0.204	0.47	-0.88
YFL038C	YPT1	0.203	0.945	0.33
YGL092W	NUP145	0.203	0.487	0.876
YGR216C	GPI1	0.203	0	1
YHR102W	NRK1	0.203	-0.98	0.182
YIL040W	YIL040W	0.203	0.778	0.635
YMR012W	CLU1	0.203	0.714	0.704
YPL055C	YPL055C	0.203	-0.73	0.674
YPR061C	YPR061C	0.203	-0.98	0.172
YDL120W	YFH1	0.202	-0.79	0.613
YLR052W	YLR052W	0.202	-0.14	-0.99
YNL254C	YNL254C	0.202	-0.84	-0.54
YPL079W	YPL079W	0.202	0.846	0.539
YPR114W	YPR114W	0.202	-0.69	0.722
YAL063C	YAL063C	0.201	-0.99	0.129
YER179W	DMC1	0.201	0.447	-0.89
YIL067C	YIL067C	0.201	0.059	1
YIL113W	YIL113W	0.201	0.88	0.482
YIR014W	YIR014W	0.201	-0.69	0.721
YJL011C	YJL011C	0.201	-0.74	0.671
YLR037C	YLR037C	0.201	0.92	-0.39
YML045W	YML045W	0.201	-0.94	0.328
YOR044W	YOR044W	0.201	-0.99	0.139
YMR172C-A	YMR172C-A	0.2009	0.975	0.219
YMR316C-A	YMR316C-A	0.2002	0.296	0.955
YBR100W	YBR100W	0.2	0.72	-0.7
YBR194W	YBR194W	0.2	-1	0.03
YDR449C	YDR449C	0.2	-0.95	0.325
YER183C	YER183C	0.2	0.425	0.91
YIL133C	RPL13	0.2	-0.25	0.97
YLR402W	YLR402W	0.2	0.765	-0.65
YML032C	RAD52	0.2	-1	-0.05
YMR082C	YMR082C	0.2	0.995	0.115
YNL062C	GCD10	0.2	-0.7	0.715
YOL097C	YOL097C	0.2	0.43	0.905
YOL130W	ALR1	0.2	-0.1	-1
YPR062W	FCY1	0.2	-1	0
YDL053C	YDL053C	0.199	0.824	0.567
YDR496C	YDR496C	0.199	0.648	0.763
YGR056W	RSC1	0.199	0.452	0.894
YGR228W	YGR228W	0.199	0.839	-0.55
YHR079C-A	SAE3	0.199	-0.79	-0.6
YKL102C	YKL102C	0.199	-0.9	0.437
YPL171C	OYE3	0.199	0.306	-0.95
YGL047W	YGL047W	0.198	0.833	-0.55
YGR209C	TRX2	0.198	0.025	1
YGR214W	YST1	0.198	0	1
YKL115C	YKL115C	0.198	-0.75	0.651
YNR064C	YNR064C	0.198	-0.9	0.424
YPL033C	YPL033C	0.198	-0.65	-0.75
YCLX02C	YCLX02C	0.197	0.142	0.989
YJL069C	YJL069C	0.197	0.223	0.979
YJL071W	ARG2	0.197	0.954	0.309
YLL020C	YLL020C	0.197	0.954	0.314
YLR287C	YLR287C	0.197	-0.35	0.939
YLR420W	URA4	0.197	0.908	0.426
YPR108W	RPN6	0.197	-0.6	0.796
YGL143C	MRF1	0.196	0.933	0.362
YHR041C	SRB2	0.196	0.954	0.306
YHR080C	YHR080C	0.196	0.576	0.821
YJL001W	PRE3	0.196	-0.91	0.408
YLL013C	YLL013C	0.196	-0.05	1
YML010C-B	YML010C-B	0.196	0.512	-0.85
YML084W	YML084W	0.196	0.831	-0.56
YNL330C	RPD3	0.196	0	1
YOR146W	YOR146W	0.196	-0.91	0.403
YOR291W	YOR291W	0.196	0.255	-0.96
YOR394W	YOR394W	0.196	-0.25	-0.96
YPL022W	RAD1	0.196	0.153	0.989
YBR118W	TEF2	0.195	-0.71	0.702
YDR490C	YDR490C	0.195	0.969	-0.25
YGL159W	YGL159W	0.195	0.974	0.235
YHR099W	TRA1	0.195	0.158	0.989
YJL050W	MTR4	0.195	-0.82	0.579
YLR060W	FRS1	0.195	0.687	0.728
YPL125W	YPL125W	0.195	-0.92	0.384
YAL002W	VPS8	0.194	0.36	0.938
YGR067C	YGR067C	0.194	-0.97	0.221
YML041C	YML041C	0.194	0.783	0.623
YNL005C	MRP7	0.194	0.896	0.448
YNL209W	SSB2	0.194	0.969	-0.25
YOL015W	YOL015W	0.194	0.989	-0.15
YBR047W	YBR047W	0.193	0.362	-0.93
YJL202C	YJL202C	0.193	-0.88	0.476
YKL171W	YKL171W	0.193	-0.93	0.367
YMR195W	YMR195W	0.193	1	0.01
YNL226W	YNL226W	0.193	1	0.067
YAR061W	YAR061W	0.192	1	-0.05
YJL184W	YJL184W	0.192	-0.88	-0.46
YJR140C	HIR3	0.192	-0.98	0.156
YKL076C	YKL076C	0.192	-0.78	-0.62
YLR184W	YLR184W	0.192	0	1
YLR425W	YLR425W	0.192	-0.78	-0.62
YNL042W	YNL042W	0.192	-0.36	0.932
YOL127W	RPL25	0.192	-0.98	0.145
YOR281C	YOR281C	0.192	-0.36	0.932
YER085C	YER085C	0.191	0.549	-0.83
YGR005C	TFG2	0.191	0	1
YMR093W	YMR093W	0.191	0.115	0.994
YOL085C	YOL085C	0.191	-0.68	-0.73
YPL131W	RPL1	0.191	0.46	-0.89
YPL182C	YPL182C	0.191	-0.99	-0.1
YPL197C	YPL197C	0.191	0.403	0.916
YPL236C	YPL236C	0.191	0.45	0.895
YPR194C	YPR194C	0.191	0.335	0.947
YBR148W	YSW1	0.19	-0.05	-1
YBR210W	YBR210W	0.19	0.063	1
YBR284W	YBR284W	0.19	0.821	-0.57
YCL039W	YCL039W	0.19	0.547	-0.84
YDR129C	SAC6	0.19	0.91	-0.42
YDR352W	YDR352W	0.19	-1	0.042
YDR486C	YDR486C	0.19	-0.36	0.931
YER168C	CCA1	0.19	0	1
YIL160C	POT1	0.19	0.331	-0.94
YKL195W	YKL195W	0.19	-1	0.057
YNL114C	YNL114C	0.19	-1	0.078
YNL204C	SPS18	0.19	0.078	-1
YNL214W	PEX17	0.19	-0.94	0.321
YNR040W	YNR040W	0.19	0.973	0.242
YOL078W	YOL078W	0.19	0.989	-0.15
YBR221C	PDB1	0.189	0.904	0.428
YDR161W	TCI1	0.189	0.269	0.968
YEL054C	RPL15B	0.189	0.915	0.407
YGL170C	YGL170C	0.189	1	0
YGR001C	YGR001C	0.189	0.931	-0.37
YGR132C	PHB1	0.189	0.809	0.587
YHR077C	NMD2	0.189	-0.52	0.851
YHR095W	YHR095W	0.189	-0.95	-0.31
YHR201C	PPX1	0.189	-0.84	0.534
YLR012C	YLR012C	0.189	-0.79	0.613
YMR203W	TOM40	0.189	0.857	0.523
YNL234W	YNL234W	0.189	-0.95	-0.31
YML067C	YML067C	0.1883	0.154	0.988
YBR011C	IPP1	0.188	-0.95	0.297
YDR207C	UME6	0.188	-0.9	0.436
YHL023C	YHL023C	0.188	-0.85	0.531
YJL010C	YJL010C	0.188	0.053	1
YOL087C	YOL087C	0.188	-0.95	0.303
YPL121C	MEI5	0.188	0.436	-0.9
YDR083W	YDR083W	0.187	-0.16	0.989
YDR477W	SNF1	0.187	0.278	-0.96
YER039C	YER039C	0.187	-0.9	-0.42
YGR104C	SRB5	0.187	-0.96	0.272
YKL225W	YKL225W	0.187	1	0.037
YLR307W	YLR307W	0.187	0.882	-0.48
YNR062C	YNR062C	0.187	0.032	1
YPR007C	YPR007C	0.187	-0.9	-0.42
YBL015W	ACH1	0.186	0.876	-0.48
YBR012W-A	YBR012W-A	0.186	-0.8	-0.59
YDR425W	YDR425W	0.186	-0.8	0.591
YGL066W	YGL066W	0.186	0.967	0.252
YHL018W	YHL018W	0.186	-0.8	-0.59
YHR121W	YHR121W	0.186	-0.96	-0.26
YJR034W	PET191	0.186	0.994	-0.1
YKR062W	TFA2	0.186	0.387	0.924
YLR208W	SEC13	0.186	0.806	-0.59
YOR030W	DFG16	0.186	-0.8	-0.59
YDR413C	YDR413C	0.185	-0.91	0.394
YDR455C	YDR455C	0.185	1	0.043
YIL022W	TIM44	0.185	0.124	0.994
YJL065C	YJL065C	0.185	0.627	0.783
YJR094W-A	YJR094W-A	0.185	0.972	0.248
YLL034C	YLL034C	0.185	-0.81	0.589
YPR096C	YPR096C	0.185	-0.97	0.232
YDL066W	IDP1	0.184	-0.48	0.875
YFL034C-B	MOB2	0.184	-0.76	-0.65
YFL046W	YFL046W	0.184	-0.76	-0.65
YFR003C	YFR003C	0.184	-0.65	-0.76
YGR184C	UBR1	0.184	-0.76	-0.65
YKL107W	YKL107W	0.184	0.581	-0.81
YNL301C	RP28B	0.184	0.711	-0.7
YOL148C	SPT20	0.184	0.902	0.434
YCL001W	RER1	0.183	0.808	0.595
YGL109W	YGL109W	0.183	0.098	1
YGL191W	COX13	0.183	0.726	0.688
YIL069C	RPS24EB	0.183	-0.71	0.71
YJL126W	NIT2	0.183	-0.1	0.994
YJL182C	YJL182C	0.183	0.371	-0.92
YJR115W	YJR115W	0.183	-0.38	-0.92
YLR020C	YLR020C	0.183	0.841	-0.54
YOR364W	YOR364W	0.183	-0.49	-0.87
YPL136W	YPL136W	0.183	-0.98	0.191
YCRX20C	YCRX20C	0.182	-0.05	1
YDR082W	STN1	0.182	-0.93	0.357
YDR462W	MRPL28	0.182	1	0.06
YER143W	YER143W	0.182	0.758	-0.65
YKR028W	SAP190	0.182	0.84	-0.54
YML015C	TAF40	0.182	-0.76	0.642
YNL140C	YNL140C	0.182	-0.87	0.478
YNL151C	RPC31	0.182	-0.98	0.17
YNR022C	YNR022C	0.182	0.763	0.648
YBL060W	YBL060W	0.181	0.994	-0.11
YBR144C	YBR144C	0.181	0.696	-0.71
YCLX04W	YCLX04W	0.181	0.281	0.961
YGR054W	YGR054W	0.181	-0.27	0.961
YIR024C	YIR024C	0.181	0.994	-0.11
YJL009W	YJL009W	0.181	-0.71	0.701
YLR165C	YLR165C	0.181	-0.77	0.64
YLR171W	YLR171W	0.181	-0.99	0.127
YLR221C	YLR221C	0.181	0.994	0.116
YBR228W	YBR228W	0.18	0.211	0.977
YCR076C	YCR076C	0.18	-1	0.077
YDL229W	SSB1	0.18	1	0.083
YDR018C	YDR018C	0.18	0.694	-0.72
YDR409W	YDR409W	0.18	0.305	0.955
YDR410C	STE14	0.18	-0.83	0.561
YEL019C	MMS21	0.18	-1	-0.05
YIL004C	BET1	0.18	-1	-0.05
YIL083C	YIL083C	0.18	-1	0.038
YJR049C	UTR1	0.18	-0.05	-1
YKR043C	YKR043C	0.18	-0.22	0.977
YLR361C	YLR361C	0.18	0.944	0.344
YLR449W	FPR4	0.18	0.927	0.377
YNL215W	YNL215W	0.18	0	1
YOL121C	RPS16B	0.18	-0.94	-0.33
YPL034W	YPL034W	0.18	-0.94	-0.33
YDR398W	YDR398W	0.179	0.994	0.134
YGL238W	CSE1	0.179	-0.72	0.692
YHR005C-A	MRS11	0.179	0.361	-0.93
YNL085W	MKT1	0.179	0.452	0.893
YOL062C	APM4	0.179	-0.89	0.452
YOR120W	GCY1	0.179	0.832	-0.55
YOR136W	IDH2	0.179	0.703	0.715
YBR101C	YBR101C	0.178	0.797	0.606
YDR328C	SKP1	0.178	-0.61	-0.78
YHL003C	LAG1	0.178	-0.44	-0.89
YHR057C	CYP2	0.178	1	0.078
YLR167W	UBI3	0.178	0.556	0.837
YNL154C	YCK2	0.178	-0.78	-0.61
YPL268W	PLC1	0.178	0.314	-0.95
YFR029W	PTR3	0.177	0.536	-0.84
YKR087C	YKR087C	0.177	-0.22	0.977
YLR301W	YLR301W	0.177	-0.96	-0.28
YNL286W	CUS2	0.177	-0.96	0.282
YOL109W	ZEO1	0.177	0.316	0.949
YOR361C	PRT1	0.177	0.282	-0.96
YPL200W	YPL200W	0.177	-0.96	0.293
YPR001W	CIT3	0.177	-0.73	0.683
YGR016W	YGR016W	0.176	0.732	-0.68
YGR223C	YGR223C	0.176	-0.9	0.426
YGR287C	YGR287C	0.176	-0.56	0.823
YJR023C	YJR023C	0.176	0.943	-0.34
YJR064W	CCT5	0.176	-0.17	0.988
YLR015W	YLR015W	0.176	-0.17	0.988
YLR456W	YLR456W	0.176	0.318	0.948
YMR119W	YMR119W	0.176	-0.22	0.977
YDR178W	SDH4	0.175	0.508	0.862
YGL049C	TIF4632	0.175	-0.85	0.52
YGL223C	YGL223C	0.175	-0.97	0.257
YHR214C-B	YHR214C-B	0.175	0.977	-0.22
YKR056W	RNC1	0.175	0.965	0.274
YMR236W	TAF17	0.175	0.611	0.794
YNL077W	YNL077W	0.175	0.891	-0.45
YNR033W	ABZ1	0.175	0.24	-0.97
YBR271W	YBR271W	0.174	0.994	0.132
YDR145W	TAF61	0.174	-0.11	0.994
YDR156W	RPA14	0.174	1	-0.05
YDR354W	TRP4	0.174	-0.86	-0.51
YGL058W	RAD6	0.174	-0.45	0.89
YJL095W	BCK1	0.174	0.672	-0.74
YJR080C	YJR080C	0.174	0.971	0.258
YKL193C	SDS22	0.174	-0.97	0.229
YLR107W	YLR107W	0.174	-0.22	-0.97
YOL143C	RIB4	0.174	-0.11	0.994
YPL238C	YPL238C	0.174	0.827	0.563
YAL026C	DRS2	0.173	0.086	1
YDL167C	NRP1	0.173	-0.57	0.82
YER160C	YER160C	0.173	0.699	0.716
YJL198W	YJL198W	0.173	-0.63	0.774
YOL141W	YOL141W	0.173	0.526	0.855
YOR356W	YOR356W	0.173	0.196	-0.98
YDR325W	YDR325W	0.172	-0.87	0.494
YER119C	YER119C	0.172	-0.98	-0.17
YGR049W	SCM4	0.172	-0.17	-0.98
YGR079W	YGR079W	0.172	0.168	-0.98
YGR168C	YGR168C	0.172	-0.58	-0.81
YHR054C	YHR054C	0.172	-0.81	-0.58
YJL022W	YJL022W	0.172	0.959	0.29
YLR147C	SMD3	0.172	-0.93	0.377
YLR248W	RCK2	0.172	-0.17	0.988
YNR002C	FUN34	0.172	0.912	0.418
YBL049W	YBL049W	0.171	0.596	0.807
YBR151W	YBR151W	0.171	0.994	0.134
YBR186W	PCH2	0.171	-0.99	0.14
YDL107W	MSS2	0.171	0.918	0.403
YEL003W	YEL003W	0.171	-0.99	-0.11
YGL133W	YGL133W	0.171	-0.7	0.713
YGR004W	YGR004W	0.171	0.97	0.257
YGR112W	SHY1	0.171	0.362	-0.93
YIL038C	NOT3	0.171	0.695	0.725
YJL047C	YJL047C	0.171	1	0.052
YLR277C	YSH1	0.171	-0.93	0.362
YOR236W	DFR1	0.171	-0.05	1
YMR225C	MRPL44	0.1708	0.535	0.844
YGR091W	PRP31	0.17	-0.58	0.811
YJR159W	SOR1	0.17	-0.64	-0.76
YML040W	YML040W	0.17	-1	0.076
YML098W	TAF19	0.17	-1	-0.05
YNL170W	YNL170W	0.17	0.094	-1
YNL178W	RPS3	0.17	0.958	-0.29
YNL189W	SRP1	0.17	0.958	-0.29
YNR005C	YNR005C	0.17	-0.47	-0.88
YNR007C	AUT1	0.17	-0.47	-0.88
YPL262W	FUM1	0.17	-0.76	-0.64
YBR063C	YBR063C	0.169	-0.23	0.976
YCR095C	YCR095C	0.169	-0.29	0.958
YDR168W	CDC37	0.169	0.988	-0.17
YGR039W	YGR039W	0.169	0.639	-0.76
YMR178W	YMR178W	0.169	0.639	-0.76
YMR247C	YMR247C	0.169	0.668	0.745
YOL065C	INP54	0.169	-0.65	0.763
YOL134C	YOL134C	0.169	-0.82	0.568
YOR154W	YOR154W	0.169	0.26	0.97
YCR073C	SSK22	0.168	-0.65	0.761
YGR198W	YGR198W	0.168	-0.23	0.976
YNL097C	PHO23	0.168	0.958	-0.29
YPL252C	YPL252C	0.168	0.714	0.702
YGR027C	RPS31A	0.167	0.976	-0.23
YHR192W	YHR192W	0.167	-0.29	-0.95
YKL056C	YKL056C	0.167	0.119	0.994
YFR040W	SAP155	0.166	-0.9	0.439
YGL095C	VPS45	0.166	0.234	0.975
YGL167C	PMR1	0.166	0.698	0.722
YGR262C	YGR262C	0.166	-0.84	-0.54
YGR267C	FOL2	0.166	-0.66	0.753
YLR418C	CDC73	0.166	-0.54	-0.84
YLR426W	YLR426W	0.166	-0.84	-0.54
YMR221C	YMR221C	0.166	-0.54	-0.84
YPL270W	MDL2	0.166	-0.54	-0.84
YFL023W	YFL023W	0.165	1	0.072
YFR054C	YFR054C	0.165	-0.96	0.266
YGL052W	YGL052W	0.165	0.26	-0.96
YGR118W	RPS28A	0.165	0.618	-0.78
YJR133W	YJR133W	0.165	0.987	-0.18
YLL003W	SFI1	0.165	-0.9	-0.42
YNL218W	YNL218W	0.165	0.618	-0.78
YOL108C	INO4	0.165	-0.84	0.539
YPR064W	YPR064W	0.165	-0.9	-0.42
YPR133C	YPR133C	0.165	-0.66	0.751
YAL055W	YAL055W	0.164	0.878	0.487
YGL118C	YGL118C	0.164	0.408	0.914
YIL060W	YIL060W	0.164	-0.24	-0.97
YPL104W	MSD1	0.164	0.207	0.981
YDR441C	APT2	0.163	0.993	-0.12
YHL037C	YHL037C	0.163	0.196	-0.98
YIL058W	YIL058W	0.163	0.932	-0.36
YFL031W	HAC1	0.162	0.166	0.987
YGL071W	RCS1	0.162	-0.18	0.987
YJL062W	YJL062W	0.162	-0.98	-0.18
YMR101C	YMR101C	0.162	-0.06	1
YNR011C	PRP2	0.162	-0.98	-0.18
YPL178W	MUD13	0.162	-0.18	-0.98
YAL064C-A	YAL064C-A	0.161	-0.46	-0.88
YCL006C	YCL006C	0.161	-0.93	-0.37
YDR406W	PDR15	0.161	-0.86	-0.49
YER060W	FCY21	0.161	0.366	-0.93
YGR164W	YGR164W	0.161	-0.37	-0.93
YHR069C	YHR069C	0.161	-0.99	0.124
YJL129C	TRK1	0.161	-0.49	0.869
YMR224C	MRE11	0.161	-0.8	0.59
YDL125C	HNT1	0.16	0.575	0.825
YKR014C	YPT52	0.16	-1	0
YMR150C	IMP1	0.16	-0.18	0.987
YMR209C	YMR209C	0.16	0.256	0.968
YOL010W	YOL010W	0.16	-1	-0.06
YLR118C	YLR118C	0.159	0.729	-0.69
YLR429W	CRN1	0.159	-0.88	0.477
YMR175W	SIP18	0.159	-0.18	0.987
YMR255W	YMR255W	0.159	0.018	1
YNL205C	YNL205C	0.159	-0.31	0.949
YOR253W	YOR253W	0.159	0.333	-0.94
YPL169C	MEX67	0.159	-0.94	0.333
YDL165W	CDC36	0.158	-0.25	0.968
YFL007W	YFL007W	0.158	0.867	0.506
YLR340W	RPL10E	0.158	0.139	0.993
YNL211C	YNL211C	0.158	-0.63	0.778
YNL294C	YNL294C	0.158	0.822	-0.56
YPL110C	YPL110C	0.158	0.322	-0.94
YPR117W	YPR117W	0.158	0	1
YPR145W	ASN1	0.158	-0.44	0.898
YDR438W	YDR438W	0.157	0.14	0.993
YLR227C	YLR227C	0.157	-0.5	0.866
YLR333C	RPS31	0.157	0	1
YMR123W	YMR123W	0.157	0.394	0.923
YOR201C	PET56	0.157	-0.57	0.821
YCL044C	YCL044C	0.156	-0.89	0.442
YDR374C	YDR374C	0.156	0.961	0.294
YER022W	SRB4	0.156	0.878	0.487
YGL226C-A	OST5	0.156	0.667	-0.74
YKL216W	URA1	0.156	-0.25	0.967
YKL222C	YKL222C	0.156	-0.64	-0.76
YMR025W	YMR025W	0.156	-0.57	0.82
YNL337W	YNL337W	0.156	0.442	-0.89
YNR034W	SOL1	0.156	-0.64	0.775
YPL099C	YPL099C	0.156	-0.64	0.769
YEL015W	YEL015W	0.155	-0.77	0.638
YER069W	"ARG5,6"	0.155	0.78	0.625
YML004C	GLO1	0.155	0.993	0.116
YBR004C	YBR004C	0.154	0.967	0.266
YBR024W	SCO2	0.154	1	-0.06
YBR169C	SSE2	0.154	0.123	0.993
YDL035C	YDL035C	0.154	0.227	-0.97
YDL154W	MSH5	0.154	-0.58	0.811
YDR401W	YDR401W	0.154	0.428	-0.9
YGL017W	ATE1	0.154	0.831	0.564
