NAME	GENE	SCORE	X	Y	ATAN2	cluster
YBL032W	YBL032W	0.997	-0.96	0.272
YJL063C	MRPL8	0.997	0.995	-0.09
YIR038C	YIR038C	0.996	0.267	-0.96
YML091C	RPM2	0.995	-0.64	0.765
YDL240W	LRG1	0.994	-0.93	0.355
YLR109W	YLR109W	0.994	0.986	0.163
YOR221C	YOR221C	0.994	-0.79	0.607
YGL187C	COX4	0.993	-0.34	0.939
YKL120W	YKL120W	0.993	-0.91	0.4
YLR139C	SLS1	0.993	-0.67	0.738
YOR081C	YOR081C	0.993	-0.29	-0.95
YBR130C	YBR130C	0.991	-0.93	0.347
YOR130C	ARG11	0.99	-0.78	-0.61
YHR097C	YHR097C	0.988	-0.13	-0.99
YDR020C	YDR020C	0.987	-0.46	0.885
YKL032C	IXR1	0.987	-0.99	0.121
YKR055W	RHO4	0.986	-0.64	0.761
YGR101W	YGR101W	0.985	0.986	-0.16
YIL176C	YIL176C	0.985	0.624	-0.78
YOR001W	RRP6	0.985	-0.12	0.992
YGR098C	ESP1	0.984	-0.99	0.097
YML101C	YML101C	0.984	0.622	-0.78
YDR116C	YDR116C	0.983	0.979	0.204
YAL032C	FUN20	0.982	0.657	0.753
YOR288C	MPD1	0.982	0.691	-0.72
YKL079W	SMY1	0.981	-0.37	0.926
YJR031C	GEA1	0.979	-0.97	0.242
YOR268C	YOR268C	0.978	-0.11	0.993
YBR123C	TFC1	0.977	-0.82	0.56
YFR056C	YFR056C	0.977	-0.44	0.898
YBR218C	PYC2	0.975	0.991	-0.13
YJL105W	YJL105W	0.975	-0.96	-0.26
YDR269C	YDR269C	0.974	-0.41	0.912
YER045C	YER045C	0.973	0.967	-0.25
YGR036C	CWH8	0.973	0.806	0.591
YBL053W	YBL053W	0.97	-1	0.03
YJL016W	YJL016W	0.97	0.824	-0.56
YOL147C	PEX11	0.97	-0.03	-1
YOL155C	YOL155C	0.97	0.443	-0.89
YKL132C	YKL132C	0.968	-0.48	0.875
YMR009W	YMR009W	0.968	-0.83	0.548
YBL051C	YBL051C	0.967	-0.31	-0.95
YCLX07W	YCLX07W	0.966	0.868	-0.49
YGR295C	COS6	0.966	-0.47	-0.87
YMR007W	YMR007W	0.966	0.988	-0.15
YDR158W	HOM2	0.965	-0.56	0.822
YGL065C	ALG2	0.965	-0.64	-0.76
YML001W	YPT7	0.965	-0.36	-0.93
YPR113W	PIS1	0.965	-0.45	0.89
YDR074W	TPS2	0.964	0.247	0.968
YBR015C	TTP1	0.963	-0.21	-0.97
YDL027C	YDL027C	0.961	0.555	-0.83
YHR037W	PUT2	0.961	-0.66	0.747
YJL096W	YJL096W	0.961	0.95	-0.31
YDR433W	YDR433W	0.96	0.146	0.989
YJL160C	YJL160C	0.96	0.981	0.193
YGR288W	YGR288W	0.959	0.931	-0.36
YDL198C	YHM1	0.958	-0.89	0.442
YLR042C	YLR042C	0.957	0.877	-0.48
YMR020W	FMS1	0.957	-0.98	-0.18
YOR269W	PAC1	0.957	-0.14	0.989
YGL075C	YGL075C	0.956	0.187	-0.98
YIR031C	DAL7	0.956	-0.96	0.273
YBR231C	YBR231C	0.955	0.957	-0.29
YER020W	GPA2	0.955	0.998	0.054
YGR150C	YGR150C	0.953	0.991	0.134
YML106W	URA5	0.953	-0.06	0.998
YBR177C	YBR177C	0.952	-0.99	0.068
YIR007W	YIR007W	0.952	-0.99	0.066
YPR091C	YPR091C	0.951	0.071	0.997
YKL109W	HAP4	0.95	-0.6	0.8
YGL150C	YGL150C	0.949	0.88	-0.47
YPR112C	YPR112C	0.949	-0.44	0.896
YGR026W	YGR026W	0.948	-0.73	-0.67
YHR071W	PCL5	0.948	-0.94	-0.31
YPR057W	BRR1	0.948	-0.98	0.195
YDR511W	YDR511W	0.947	0.88	-0.47
YLL007C	YLL007C	0.947	-0.87	0.483
YPR185W	APG13	0.947	0.419	-0.9
YCR015C	YCR015C	0.946	-0.51	0.856
YER064C	YER064C	0.946	-0.9	0.418
YGR129W	SYF2	0.946	-0.5	0.862
YEL004W	YEL004W	0.945	0.952	-0.3
YOR099W	KTR1	0.945	-0.39	-0.92
YPR029C	APL4	0.945	-0.98	-0.17
YNL089C	YNL089C	0.944	-0.8	-0.59
YOR347C	PYK2	0.942	0.944	-0.32
YBR041W	FAT1	0.941	0.064	-0.99
YIR042C	YIR042C	0.941	-0.98	0.153
YNL115C	YNL115C	0.94	0	-1
YLR270W	YLR270W	0.939	0.97	-0.24
YMR100W	MUB1	0.939	-0.15	0.987
YBR234C	YBR234C	0.938	0.855	0.52
YDR204W	COQ4	0.937	0.998	0.059
YHR138C	YHR138C	0.937	0.177	0.985
YLR027C	AAT2	0.937	-0.33	0.944
YMR029C	YMR029C	0.936	0.627	-0.77
YDR079W	PET100	0.935	0.966	0.255
YJL034W	KAR2	0.935	-0.18	-0.98
YKL070W	YKL070W	0.935	-0.95	0.308
YNL038W	YNL038W	0.935	-0.83	0.552
YHR007C	ERG11	0.934	-0.78	0.624
YLR168C	MSF1'	0.934	-0.7	0.707
YPL145C	KES1	0.934	-0.99	-0.09
YAL007C	YAL007C	0.933	-0.72	-0.68
YER096W	YER096W	0.933	0.548	-0.83
YKL111C	YKL111C	0.932	-0.98	-0.16
YHR188C	YHR188C	0.931	0.055	-0.99
YJR025C	BNA1	0.931	0.431	-0.9
YNL270C	ALP1	0.931	1	0.042
YDR199W	YDR199W	0.93	-1	0.026
YFL043C	YFL043C	0.93	0.995	-0.09
YIR021W	MRS1	0.928	0.927	0.373
YDR251W	PAM1	0.927	0.714	-0.7
YER120W	SCS2	0.927	-0.94	0.316
YFL061W	YFL061W	0.927	0.874	-0.48
YNL068C	FKH2	0.927	-0.99	0.125
YPL218W	SAR1	0.927	-0.99	-0.12
YPL227C	ALG5	0.927	-0.96	-0.28
YBL095W	YBL095W	0.926	-0.86	0.505
YDL144C	YDL144C	0.925	0.992	0.127
YJL083W	YJL083W	0.925	0.897	0.443
YOR274W	MOD5	0.925	-0.38	0.922
YBR222C	FAT2	0.924	-0.84	0.537
YNL019C	YNL019C	0.924	-0.87	0.481
YMR190C	SGS1	0.923	-0.98	-0.17
YNL150W	YNL150W	0.923	-0.46	0.885
YDR249C	YDR249C	0.922	0.64	0.767
YGR142W	YGR142W	0.922	-0.32	0.945
YNL201C	YNL201C	0.922	0.777	-0.62
YEL036C	ANP1	0.921	-0.99	-0.06
YGL035C	MIG1	0.92	0.835	0.55
YHR214W	YHR214W	0.92	0.383	-0.92
YOR138C	YOR138C	0.92	0.58	-0.81
YKL170W	MRPL38	0.919	0.916	-0.4
YCR029C	YCR029C	0.916	0.6	0.8
YGR120C	YGR120C	0.916	-0.88	0.468
YBL101C	ECM21	0.915	1	-0.04
YDR367W	YDR367W	0.915	-0.38	0.924
YMR075C-A	YMR075C-A	0.9149	0.751	0.659
YDL074C	YDL074C	0.914	-0.96	0.273
YHR021W-A	ECM12	0.914	0.993	-0.11
YJL017W	YJL017W	0.913	0.763	-0.64
YMR105C	PGM2	0.913	0.481	-0.87
YMR177W	MMT1	0.913	0.171	-0.98
YPL240C	HSP82	0.912	-0.01	1
YGL157W	YGL157W	0.911	0.762	-0.64
YPR162C	ORC4	0.911	-0.6	0.798
YHR075C	YHR075C	0.909	1	-0.04
YJR058C	APS2	0.909	-0.49	-0.86
YCL054W	YCL054W	0.908	0.379	0.925
YDL047W	SIT4	0.908	0.998	-0.05
YPL172C	COX10	0.908	0.927	-0.37
YBR016W	YBR016W	0.907	-0.65	-0.76
YEL017C-A	PMP2	0.907	0.525	0.851
YJL002C	OST1	0.907	-0.84	-0.52
YOL093W	YOL093W	0.906	0.886	-0.46
YOR309C	YOR309C	0.906	0.284	0.959
YPL230W	YPL230W	0.906	-0.82	-0.56
YEL016C	YEL016C	0.905	-0.99	0.109
YLR424W	YLR424W	0.905	-0.71	-0.69
YFR046C	YFR046C	0.903	0.171	-0.98
YKL223W	YKL223W	0.902	0.165	-0.98
YMR251W	YMR251W	0.902	-0.6	0.793
YGR226C	YGR226C	0.901	0.556	-0.83
YBL071C	YBL071C	0.9	-0.73	0.68
YDL104C	QRI7	0.9	0.986	-0.16
YNR074C	YNR074C	0.9	0.993	0.118
YKL128C	PMU1	0.899	0.519	0.855
YNL290W	RFC3	0.899	0.498	-0.86
YNL313C	YNL313C	0.899	0.725	-0.68
YPR078C	YPR078C	0.898	-0.43	-0.9
YLR069C	MEF1	0.897	0.974	0.226
YMR313C	YMR313C	0.897	0.081	0.997
YNL184C	YNL184C	0.897	0.991	-0.13
YBR043C	YBR043C	0.896	-0.79	0.611
YGL227W	TIN1	0.896	0.712	-0.7
YLR384C	IKI3	0.896	0.934	0.358
YML075C	HMG1	0.896	0.362	0.933
YOL091W	YOL091W	0.896	0.404	-0.91
YMR099C	YMR099C	0.895	0.906	-0.42
YMR261C	TPS3	0.895	0.787	0.616
YDR436W	PPZ2	0.894	0.45	0.893
YGR197C	SNG1	0.894	0.985	0.17
YOL126C	MDH2	0.894	-0.71	0.699
YMR277W	FCP1	0.893	-0.99	-0.08
YLR096W	KIN2	0.891	0.832	0.554
YLR246W	YLR246W	0.891	-0.97	0.216
YOR143C	THI80	0.891	-0.37	0.929
YDR208W	MSS4	0.89	-0.51	0.857
YBR136W	ESR1	0.889	0.881	-0.47
YJL087C	TRL1	0.889	0.991	-0.13
YKL029C	YKL029C	0.888	-0.94	0.327
YNL203C	YNL203C	0.888	0.757	-0.65
YOR103C	OST2	0.888	-0.85	-0.51
YBR147W	YBR147W	0.887	-0.41	0.909
YHR103W	SBE22	0.887	0.669	-0.74
YBL031W	SHE1	0.886	-0.4	-0.91
YDR166C	SEC5	0.886	0.606	0.795
YDR112W	YDR112W	0.885	-0.42	-0.9
YDR197W	CBS2	0.884	0.863	0.505
YER155C	BEM2	0.884	0.764	-0.64
YCR013C	YCR013C	0.882	-0.02	1
YAL013W	DEP1	0.881	0.141	0.99
YIL105C	YIL105C	0.881	-0.96	0.266
YIL157C	YIL157C	0.881	-0.44	0.896
YKR034W	DAL80	0.881	-0.99	0.048
YLR237W	THI7	0.881	0.584	0.812
YML053C	YML053C	0.881	-0.44	-0.89
YML087C	YML087C	0.881	-0.56	0.824
YDR396W	YDR396W	0.878	0.922	-0.38
YHR066W	SSF1	0.878	-0.15	0.987
YJL212C	YJL212C	0.878	-0.66	-0.75
YOR257W	CDC31	0.878	0.301	0.954
YER002W	YER002W	0.877	0.751	-0.66
YAL056W	YAL056W	0.875	0.322	0.947
YAR060C	YAR060C	0.873	0.567	-0.82
YDL038C	YDL038C	0.872	0.267	0.964
YML107C	YML107C	0.872	-0.38	0.922
YOL153C	YOL153C	0.872	0.967	-0.25
YDL070W	YDL070W	0.871	-0.99	-0.05
YPL118W	YPL118W	0.871	0.812	0.584
YGR015C	YGR015C	0.87	0	-1
YGR017W	YGR017W	0.87	-0.94	0.336
YNL144C	YNL144C	0.87	-1	0.036
YNL190W	YNL190W	0.87	-0.77	0.637
YOR384W	FRE5	0.87	-0.17	0.985
YGL062W	PYC1	0.869	0.92	-0.39
YOR316C	COT1	0.869	0.993	0.125
YOR375C	GDH1	0.869	0.899	-0.43
YDL024C	YDL024C	0.868	0.557	0.83
YGL134W	PCL10	0.868	-0.63	0.774
YKR075C	YKR075C	0.868	-0.4	0.915
YDL201W	YDL201W	0.867	0.583	0.813
YGL234W	"ADE5,7"	0.867	-0.12	0.991
YNR055C	HOL1	0.866	-0.92	0.384
YDR285W	ZIP1	0.865	0.586	0.811
YHR076W	YHR076W	0.865	-0.97	-0.24
YOR161C	YOR161C	0.865	0.379	0.926
YBR184W	MEL1	0.864	-0.49	-0.86
YDL056W	MBP1	0.864	-0.87	0.476
YDL152W	YDL152W	0.864	-0.26	0.964
YDL177C	YDL177C	0.864	-0.93	0.349
YJR161C	COS5	0.864	0.378	-0.92
YOL083W	YOL083W	0.864	0.958	-0.28
YDR539W	YDR539W	0.863	0.867	-0.49
YOR369C	RPS12	0.863	0.996	-0.09
YJR128W	YJR128W	0.862	0.881	0.472
YKL160W	YKL160W	0.862	-0.22	0.975
YCR070W	SCC3	0.861	-0.99	0.049
YGL206C	CHC1	0.861	0.43	0.903
YLR102C	APC9	0.861	-0.45	0.891
YNL329C	PEX6	0.861	0.507	0.861
YCR011C	ADP1	0.86	-0.55	0.83
YER072W	YER072W	0.86	0.241	0.97
YHR139C-A	YHR139C-A	0.86	-1	-0.01
YPR067W	YPR067W	0.859	-0.15	0.989
YAL012W	CYS3	0.858	-0.73	0.679
YGL056C	YGL056C	0.858	0.034	1
YLR047C	YLR047C	0.857	-0.85	-0.52
YDR061W	YDR061W	0.856	-0.96	0.247
YDR072C	IPT1	0.856	-0.29	0.956
YGR070W	ROM1	0.855	0.483	0.876
YJR093C	FIP1	0.855	-0.85	0.521
YOR194C	TOA1	0.855	0.574	-0.81
YFL052W	YFL052W	0.854	0.934	0.357
YFR024C-A	YFR024C-A	0.854	0.977	-0.21
YGL127C	SOH1	0.854	0.99	-0.14
YMR300C	ADE4	0.854	-0.79	0.605
YOR168W	GLN4	0.853	0.942	0.335
YPR153W	YPR153W	0.853	-0.86	0.499
YDR164C	SEC1	0.852	0.674	0.739
YBR251W	MRPS5	0.851	0.897	0.441
YOL063C	YOL063C	0.851	-0.27	-0.96
YOR059C	YOR059C	0.851	-0.98	-0.16
YDR188W	CCT6	0.85	0.209	0.978
YDR312W	SSF2	0.85	0.61	0.792
YKR098C	UBP11	0.85	0.943	0.331
YIR032C	DAL3	0.849	-0.31	0.948
YJL175W	YJL175W	0.849	-0.89	-0.44
YPL132W	COX11	0.849	-0.7	0.709
YFR038W	YFR038W	0.848	0.207	-0.97
YGR074W	SMD1	0.848	-0.5	0.862
YDR512C	YDR512C	0.847	0.832	-0.55
YOR251C	YOR251C	0.847	-0.94	-0.33
YAL015C	NTG1	0.846	0.375	0.927
YJR062C	NTA1	0.845	0.117	0.994
YIL169C	YIL169C	0.844	-0.8	-0.59
YLR447C	VMA6	0.844	-0.24	0.969
YOR102W	YOR102W	0.844	-0.31	-0.94
YGL144C	YGL144C	0.843	0.459	-0.88
YBL105C	PKC1	0.841	-0.29	0.956
YJL124C	YJL124C	0.841	-0.86	0.498
YPL007C	YPL007C	0.841	-0.22	-0.97
YBL090W	MRP21	0.838	0.973	0.23
YDR234W	LYS4	0.838	-0.4	0.915
YDR542W	YDR542W	0.838	0.951	-0.31
YKR029C	YKR029C	0.838	-0.82	0.568
YLR385C	YLR385C	0.838	-0.51	-0.85
YGR206W	YGR206W	0.837	0.955	0.297
YLR201C	YLR201C	0.837	0	1
YDR499W	YDR499W	0.836	-0.11	-0.99
YNL318C	HXT14	0.836	0.947	-0.32
YJL085W	EXO70	0.835	0.708	-0.7
YEL030W	YEL030W	0.834	-0.17	0.984
YFL051C	YFL051C	0.834	0.767	0.642
YGR224W	YGR224W	0.834	0.707	-0.7
YOL054W	YOL054W	0.834	0.627	-0.77
YOR208W	PTP2	0.834	-0.79	-0.61
YDR404C	RPB7	0.833	-0.31	0.95
YJL068C	YJL068C	0.833	0.097	-0.99
YOR219C	STE13	0.833	-0.92	-0.38
YDR212W	TCP1	0.831	0.149	0.989
YDR348C	YDR348C	0.831	-0.22	-0.97
YER154W	OXA1	0.83	0.889	-0.45
YHR209W	YHR209W	0.83	-1	0.018
YMR231W	PEP5	0.83	-0.57	0.816
YPR146C	YPR146C	0.83	0.421	0.907
YER030W	YER030W	0.829	-0.97	0.214
YER098W	UBP9	0.829	0.806	-0.59
YFL019C	YFL019C	0.829	-0.75	0.65
YLR238W	YLR238W	0.829	-0.45	0.889
YBL085W	BOI1	0.828	-0.95	-0.3
YGR121C	MEP1	0.828	-0.71	0.701
YHR175W	CTR2	0.828	-0.6	-0.79
YDR227W	SIR4	0.827	-0.99	-0.13
YIR035C	YIR035C	0.827	-0.84	0.533
YMR214W	SCJ1	0.826	-0.61	-0.78
YCR090C	YCR090C	0.825	0.992	0.123
YML030W	YML030W	0.825	0.733	0.681
YAL058W	CNE1	0.824	0.934	0.359
YOR171C	LCB4	0.824	-0.72	0.685
YJR116W	YJR116W	0.823	0.182	-0.98
YDL022W	GPD1	0.822	0.997	-0.07
YDR459C	YDR459C	0.822	-0.65	0.754
YGL182C	YGL182C	0.821	-0.66	-0.74
YGR258C	RAD2	0.821	0.801	0.598
YLR262C	YLR262C	0.821	-0.62	0.784
YNR004W	YNR004W	0.821	-0.46	0.886
YBR142W	MAK5	0.82	0.829	0.559
YDR318W	MCM21	0.82	-1	-0.02
YEL049W	PAU2	0.82	0.973	-0.23
YHR163W	SOL3	0.82	0.502	0.865
YNL106C	INP52	0.82	0.168	0.986
YPL005W	YPL005W	0.82	0.423	0.907
YBR238C	YBR238C	0.818	0.321	0.947
YDL017W	CDC7	0.818	-0.14	-0.99
YGR199W	YGR199W	0.818	0.303	-0.95
YMR316W	YMR316W	0.818	-0.62	-0.78
YOL067C	RTG1	0.818	-0.34	0.94
YOR330C	MIP1	0.818	-0.96	0.26
YBL062W	YBL062W	0.817	0.751	-0.66
YDR183W	YDR183W	0.817	0.81	-0.58
YER071C	YER071C	0.817	0.835	-0.55
YGL252C	RTG2	0.817	-0.07	0.997
YNL113W	RPC19	0.817	-0.66	0.751
YPR035W	GLN1	0.817	-0.36	-0.93
YDL084W	YDL084W	0.816	-0.62	0.781
YDL122W	UBP1	0.816	-0.85	0.515
YIL049W	DFG10	0.816	0.107	0.995
YIL023C	YIL023C	0.815	-0.3	0.952
YLR149C	YLR149C	0.814	0.884	0.468
YER053C	YER053C	0.813	0.897	-0.44
YCR087W	YCR087W	0.812	0.184	0.983
YFL062W	COS4	0.812	0.616	-0.78
YGR053C	YGR053C	0.812	0.963	-0.27
YBL029W	YBL029W	0.811	-0.71	0.7
YOR029W	YOR029W	0.811	-0.8	0.598
YLR327C	YLR327C	0.81	-0.48	-0.87
YNL116W	YNL116W	0.81	-0.91	-0.4
YNL228W	YNL228W	0.81	0.955	-0.29
YOR227W	YOR227W	0.81	0.346	-0.93
YDR192C	NUP42	0.809	0.991	0.137
YLL001W	DNM1	0.809	-0.95	0.307
YLR030W	YLR030W	0.809	0.457	-0.88
YPR083W	YPR083W	0.809	-0.97	0.22
YBR159W	YBR159W	0.808	-0.01	1
YGL253W	HXK2	0.808	-0.21	-0.97
YHR039C	YHR039C	0.808	0.902	-0.43
YJR160C	YJR160C	0.808	0.147	-0.99
YLR082C	YLR082C	0.808	-0.65	-0.75
YIL159W	BNR1	0.807	0.814	-0.58
YOR131C	YOR131C	0.807	0.302	-0.95
YBR262C	YBR262C	0.805	0.88	0.474
YCR106W	YCR106W	0.805	-0.09	0.996
YGR232W	YGR232W	0.805	0.869	0.494
YMR006C	YMR006C	0.804	-0.78	-0.62
YBR233W	YBR233W	0.803	0.845	-0.53
YDR080W	VPS41	0.803	0.599	0.801
YJR032W	CPR7	0.803	-0.43	0.9
YKR104W	YKR104W	0.803	1	-0.01
YOR206W	YOR206W	0.803	-0.64	0.763
YPR201W	ARR3	0.803	-0.53	0.845
YGR289C	AGT1	0.802	0.953	0.301
YCR045C	YCR045C	0.801	-0.48	-0.87
YDR509W	YDR509W	0.801	-0.78	0.617
YGL036W	YGL036W	0.801	-0.63	0.771
YMR039C	SUB1	0.801	0.445	0.896
YOR197W	YOR197W	0.801	0.818	-0.57
YPR123C	YPR123C	0.801	-0.16	0.987
YKL134C	YKL134C	0.8	-0.75	-0.66
YLL006W	MMM1	0.8	-0.7	0.715
YMR037C	MSN2	0.8	-1	0.047
YLR445W	YLR445W	0.798	-0.82	-0.56
YBR044C	YBR044C	0.797	-0.31	0.949
YDR147W	YDR147W	0.797	-0.82	0.56
YGR192C	TDH3	0.797	-0.17	0.984
YAL028W	YAL028W	0.796	-0.45	-0.89
YBR295W	PCA1	0.796	-0.86	0.498
YFL053W	DAK2	0.796	0.979	-0.2
YGL082W	YGL082W	0.796	-0.97	0.204
YIL001W	YIL001W	0.796	-0.3	0.953
YCRX19W	YCRX19W	0.795	-0.62	0.778
YDR277C	MTH1	0.795	0.642	-0.76
YJL132W	YJL132W	0.795	-0.81	0.577
YKL091C	YKL091C	0.795	-0.85	0.519
YLL065W	GIN11	0.795	-0.83	0.558
YMR071C	YMR071C	0.794	-0.99	0.104
YOR340C	RPA43	0.794	-0.05	0.998
YKL105C	YKL105C	0.792	-0.71	-0.69
YKL148C	SDH1	0.792	-0.82	0.573
YBL007C	SLA1	0.791	-0.02	1
YBR150C	YBR150C	0.791	-0.97	0.232
YDR298C	ATP5	0.791	-0.85	0.513
YPR031W	YPR031W	0.791	-0.89	-0.44
YJL200C	YJL200C	0.79	-0.62	0.784
YOR079C	ATX2	0.79	-0.98	-0.16
YBR196C	PGI1	0.789	-0.41	0.908
YDR510W	SMT3	0.789	-0.95	0.313
YLR061W	YLR061W	0.789	-0.41	0.908
YAR068W	YAR068W	0.787	0.207	-0.97
YKL122C	SRP21	0.787	-0.76	-0.64
YNR019W	ARE2	0.787	0.687	0.726
YOR382W	YOR382W	0.787	-0.12	0.992
YPL174C	NIP100	0.787	-0.72	0.689
YLR436C	ECM30	0.786	-0.97	-0.2
YNL307C	MCK1	0.786	-0.78	0.615
YNR056C	BIO5	0.786	-0.82	0.563
YJL163C	YJL163C	0.785	0.245	0.969
YLL027W	YLL027W	0.785	-0.99	0.115
YDR260C	YDR260C	0.784	0.952	-0.3
YDR357C	YDR357C	0.784	0.829	-0.56
YNL180C	YNL180C	0.784	0.508	0.862
YPR017C	DSS4	0.784	0.845	-0.53
YML023C	YML023C	0.783	0.074	0.997
YNL045W	YNL045W	0.783	-0.06	0.998
YML102C-A	YML102C-A	0.7812	0.704	-0.7
YCR094W	CDC50	0.781	-0.93	-0.35
YJR060W	CBF1	0.781	-0.97	-0.23
YOR352W	YOR352W	0.781	-0.64	-0.76
YGL094C	PAN2	0.78	0.228	-0.97
YLR376C	YLR376C	0.779	0.273	-0.96
YNL303W	YNL303W	0.779	0.465	-0.88
YDR103W	STE5	0.778	0.835	0.55
YHL047C	YHL047C	0.778	0.331	0.943
YKR001C	VPS1	0.778	-0.87	-0.48
YGR254W	ENO1	0.777	0.476	0.88
YJR035W	RAD26	0.777	0.651	0.759
YLR094C	YLR094C	0.777	0.992	0.132
YIL172C	YIL172C	0.776	0.088	0.996
YLL019C	KNS1	0.776	0.984	-0.18
YMR186W	HSC82	0.776	0.761	0.648
YDR186C	YDR186C	0.775	0.756	0.655
YDR217C	RAD9	0.775	0.503	-0.86
YPL186C	YPL186C	0.775	0.899	0.438
YCRX01W	YCRX01W	0.774	0.126	0.992
YKL200C	YKL200C	0.773	-0.99	-0.09
YNL018C	YNL018C	0.773	-0.97	0.243
YPR053C	YPR053C	0.773	-0.93	0.366
YGR090W	YGR090W	0.772	0.997	0.084
YJL107C	YJL107C	0.772	0.08	-0.99
YBR103W	YBR103W	0.771	-0.99	-0.05
YBR298C	MAL31	0.771	0.865	0.503
YGR275W	YGR275W	0.77	0.031	-1
YIR023W	DAL81	0.77	-0.92	0.387
YKL025C	PAN3	0.77	-0.77	0.628
YOR097C	YOR097C	0.77	-0.89	0.444
YER169W	YER169W	0.769	0.421	0.907
YBR236C	ABD1	0.768	-0.49	0.869
YLR202C	YLR202C	0.768	0.951	0.307
YMR158W	YMR158W	0.768	0.954	0.302
YOR360C	PDE2	0.768	0.313	-0.95
YDL239C	YDL239C	0.767	0.308	-0.95
YGL180W	APG1	0.767	0.408	0.913
YKL169C	YKL169C	0.767	0.993	-0.11
YLR245C	YLR245C	0.767	-0.99	0.14
YOL052C	SPE2	0.767	-0.14	0.99
YOR311C	YOR311C	0.767	0.589	0.808
YBR040W	FIG1	0.766	-0.37	-0.92
YCR026C	YCR026C	0.766	-0.37	-0.92
YLL026W	HSP104	0.766	0.962	-0.27
YML038C	YML038C	0.766	0.55	-0.83
YPR199C	ARR1	0.766	-0.95	0.306
YJR066W	TOR1	0.765	0.46	-0.88
YLR028C	ADE16	0.765	0.124	0.993
YLR405W	YLR405W	0.765	-0.45	0.89
YOR346W	REV1	0.765	-0.39	0.92
YPR020W	YPR020W	0.765	-0.53	0.844
YDR423C	CAD1	0.764	-0.49	0.867
YIL139C	REV7	0.764	0.586	-0.81
YJL031C	BET4	0.762	-0.95	0.287
YML057W	CMP2	0.762	-0.97	0.241
YMR296C	LCB1	0.762	0.082	-0.99
YDR064W	RPS13C	0.761	-0.99	0.06
YGR062C	COX18	0.761	0.888	0.459
YIL012W	YIL012W	0.76	0.95	-0.31
YBL075C	SSA3	0.759	0.799	0.6
YOL136C	PFK27	0.759	-0.52	0.851
YDR541C	YDR541C	0.758	0.689	-0.72
YHL030W	ECM29	0.758	0.662	0.749
YLR292C	SEC72	0.758	0.414	-0.91
YMR014W	YMR014W	0.758	-0.42	0.907
YJR112W	NNF1	0.756	-0.99	-0.13
YJR145C	RPS7B	0.756	-0.13	-0.99
YKL175W	YKL175W	0.756	-0.74	0.673
YML069W	POB3	0.756	0.857	-0.51
YPR025C	CCL1	0.756	-0.76	0.642
YDR531W	YDR531W	0.755	0.905	-0.42
YJR104C	SOD1	0.755	0.998	0.059
YKL162C	YKL162C	0.755	-0.22	0.974
YKR051W	YKR051W	0.755	-0.43	0.9
YAR043C	YAR043C	0.754	0.297	0.956
YIR043C	YIR043C	0.754	0.671	-0.74
YDL207W	GLE1	0.753	-0.92	-0.37
YJR011C	YJR011C	0.753	-0.92	-0.37
YLR378C	SEC61	0.753	-0.98	0.185
YMR107W	YMR107W	0.753	0.996	-0.09
YOR327C	SNC2	0.753	-0.09	-0.99
YFL015C	YFL015C	0.752	0.993	-0.11
YGR089W	YGR089W	0.752	-0.9	0.429
YHR072W	ERG7	0.752	-0.55	0.829
YNL221C	POP1	0.752	-0.07	0.997
YOR038C	HIR2	0.752	-0.29	-0.95
YOR159C	SME1	0.752	-0.51	0.856
YDL097C	RPN5	0.751	0.984	0.183
YJR084W	YJR084W	0.751	-0.09	0.996
YLR332W	MID2	0.751	0.059	-0.99
YML035C	AMD1	0.751	0.922	0.386
YDR292C	SRP101	0.75	0.5	0.866
YDR472W	YDR472W	0.75	-0.4	0.917
YFL045C	SEC53	0.75	-0.74	-0.66
YFL049W	YFL049W	0.75	-0.46	0.885
YGL197W	MDS3	0.75	-0.25	0.968
YJL094C	YJL094C	0.749	-0.64	0.769
YJL108C	YJL108C	0.749	-0.22	-0.97
YPL053C	KTR6	0.749	-0.32	-0.94
YPL142C	YPL142C	0.748	0.7	0.715
YDL044C	MTF2	0.747	0.914	0.406
YJL090C	DPB11	0.747	0.631	-0.77
YPL094C	SEC62	0.745	0.519	0.855
YCR043C	YCR043C	0.744	-0.13	0.991
YJR009C	TDH2	0.744	-0.02	1
YLR312C	YLR312C	0.744	0.717	0.697
YOR365C	YOR365C	0.744	-0.24	0.97
YBL044W	YBL044W	0.743	-0.87	-0.48
YMR306W	FKS3	0.743	0.099	-0.99
YBR283C	SSH1	0.742	0.219	0.975
YDR182W	CDC1	0.742	-0.98	0.184
YPL091W	GLR1	0.742	0.739	-0.67
YER182W	YER182W	0.741	0.982	-0.18
YNL257C	SIP3	0.741	-0.98	-0.17
YBL066C	SEF1	0.74	-1	-0.02
YDR259C	YAP6	0.74	-0.44	0.895
YEL028W	YEL028W	0.74	-0.1	0.994
YJL059W	YHC3	0.74	-0.04	-1
YLR114C	YLR114C	0.74	-0.79	0.604
YPL152W	YPL152W	0.74	0.895	-0.44
YCR033W	YCR033W	0.739	-0.85	0.525
YCR103C	YCR103C	0.739	0.545	-0.83
YDR365C	YDR365C	0.739	0.036	1
YDR345C	HXT3	0.738	0.826	0.565
YOR243C	YOR243C	0.738	0.733	0.681
YBR048W	RPS18B	0.737	-0.97	0.214
YKL213C	DOA1	0.737	0.822	-0.56
